Record_ID,Bus_ID,Bus_Number,Date,City,Route_Number,Route_Name,Source_Stop,Destination_Stop,Departure_Time,Arrival_Time,Distance_km,Bus_Type,Total_Seats,Passengers,Occupancy_Percentage,Ticket_Price,Revenue,Fuel_Consumption_Liters,Fuel_Cost,Delay_Minutes,Weather,Traffic_Level,Trip_Status,Customer_Rating
1229,BUS11229,UP87C2258,2024-10-06,Chennai,R166,Anna Nagar-Guindy,Anna Nagar Stand,Guindy Stop,11:10,17:05,86.7,Non-AC,59,19.0,32.2,32.24,612.56,23.93,2273.35,0.0,Rainy,High,On Time,4.2
1641,BUS11641,TS78A1268,2025-12-15,Mumbai,R97,Kurla-Bandra,Kurla Junction,Bandra Junction,17:20,18:43,35.0,Mini Bus,25,19.0,76.0,13.52,256.88,8.39,797.05,6.0,Cloudy,Medium,On Time,4.1
939,BUS10939,MH87A9610,2025-08-10,Delhi,L127,Saket-Karol Bagh,Saket Stop,Karol Bagh Stop,12:00,13:46,74.0,Mini Bus,25,15.0,60.0,20.77,311.55,18.19,1728.05,7.0,Cloudy,Low,On Time,4.1
805,BUS10805,GJ78C9174,2025-08-19,Jaipur,B78,Vidhyadhar Nagar-Sitapura,Vidhyadhar Nagar Terminal,Sitapura Terminal,14:45,15:05,9.2,Mini Bus,29,32.0,110.34,10.72,343.04,2.33,221.35,0.0,Foggy,Medium,On Time,3.2
1644,BUS11644,WB19B3488,2025-06-14,Pune,L279,Kothrud-Viman Nagar,Kothrud Terminal,Viman Nagar Junction,19:50,23:07,58.6,Non-AC,48,12.0,25.0,26.1,313.2,14.82,1407.9,0.0,Rainy,High,On Time,3.2
1724,BUS11724,TS94A6022,2025-07-17,Jaipur,L240,Vidhyadhar Nagar-Sitapura,Vidhyadhar Nagar Terminal,Sitapura Terminal,14:30,15:16,33.0,AC,36,15.0,41.67,38.78,581.7,10.76,1022.2,,Rainy,Low,On Time,4.7
1241,BUS11241,DL46B9322,2024-06-28,Hyderabad,B298,Dilsukhnagar-Ameerpet,Dilsukhnagar Terminal,Ameerpet Terminal,20:45,22:54,39.0,Electric,33,15.0,45.45,26.71,400.65,3.09,37.08,14.0,Sunny,High,Delayed,2.5
994,BUS10994,MH86C5593,2024-07-09,Jaipur,R94,Malviya Nagar-Sindhi Camp,Malviya Nagar Junction,Sindhi Camp Stand,07:10,09:14,53.1,Electric,33,17.0,51.52,29.66,504.22,3.57,42.84,0.0,Foggy,Medium,On Time,4.1
918,BUS10918,MH30B7132,2025-09-24,Pune,B113,Hinjewadi-Swargate,Hinjewadi Stop,Swargate Junction,20:25,00:13,91.3,Electric,48,29.0,60.42,,878.41,7.45,89.4,32.0,Sunny,Medium,Delayed,3.2
1795,BUS11795,RJ49A7820,2024-01-26,Mumbai,L25,Kurla-Bandra,Kurla Junction,Bandra Terminal,16:40,18:58,66.4,Electric,47,38.0,80.85,26.82,1019.16,4.11,49.32,0.0,Sunny,Medium,On Time,4.8
1080,BUS11080,UP88A1283,2024-07-09,Delhi,R150,Saket-Karol Bagh,Saket Stop,Karol Bagh Terminal,21:05,01:48,85.5,AC,46,43.0,93.48,34.71,1492.53,28.94,2749.3,5.0,,High,On Time,4.2
1408,BUS11408,GJ47B3963,2024-02-02,Hyderabad,B188,LB Nagar-Miyapur,LB Nagar Stand,Miyapur Terminal,05:05,09:49,93.5,Electric,45,42.0,93.33,28.47,1195.74,5.64,67.68,0.0,Sunny,High,On Time,4.3
825,BUS10825,DL20C8338,2024-09-29,Chennai,L168,Anna Nagar-Guindy,Anna Nagar Stop,Guindy Stop,13:55,14:50,21.4,AC,47,25.0,53.19,36.15,903.75,8.48,805.6,5.0,Foggy,Medium,On Time,3.5
843,BUS10843,RJ26B8361,2025-09-13,Lucknow,R175,Chinhat-Aminabad,Chinhat Junction,Aminabad Stand,13:10,19:08,104.6,Electric,48,0.0,0.0,28.32,0.0,8.65,103.8,0.0,Cloudy,High,Cancelled,1.6
337,BUS10337,TS95C5173,2025-05-13,Bengaluru,L68,Marathahalli-Banashankari,Marathahalli Terminal,Banashankari Stand,14:50,16:19,51.1,AC,44,52.0,118.18,24.21,1258.92,17.95,1705.25,2.0,Sunny,Low,On Time,
1418,BUS11418,DL59B7330,2024-08-11,Jaipur,B202,Vaishali Nagar-Badi Chaupar,Vaishali Nagar Stop,Badi Chaupar Junction,17:15,20:22,37.7,Electric,30,25.0,83.33,16.41,410.25,1.93,23.16,0.0,Sunny,High,On Time,3.2
320,BUS10320,TS69C1345,2025-06-24,Delhi,R272,Dwarka-ITO,Dwarka Stop,ITO Stand,13:05,15:34,76.2,Mini Bus,29,23.0,79.31,25.73,591.79,17.99,1709.05,0.0,Cloudy,Medium,On Time,3.4
1302,BUS11302,DL47A6857,2024-01-26,Bengaluru,R259,Whitefield-Majestic,Whitefield Stop,Majestic Terminal,07:30,13:45,117.7,Mini Bus,27,20.0,74.07,31.25,625.0,32.25,3063.75,14.0,Cloudy,High,Delayed,2.9
979,BUS10979,UP27A3315,2024-08-27,Chennai,L97,Tambaram-Parrys,Tambaram Junction,Parrys Stand,08:25,13:14,119.7,Mini Bus,34,26.0,76.47,25.81,671.06,31.67,3008.65,13.0,Foggy,Medium,Delayed,3.2
481,BUS10481,UP25A8702,2024-03-30,Lucknow,L161,Indira Nagar-Hazratganj,Indira Nagar Junction,Hazratganj Stop,08:55,10:01,42.6,Non-AC,56,40.0,71.43,18.11,724.4,15.44,1466.8,8.0,Sunny,Low,On Time,3.2
1570,BUS11570,DL69A3934,2024-02-27,Lucknow,L223,Vikas Nagar-Kaiserbagh,Vikas Nagar Junction,Kaiserbagh Stand,17:30,23:32,93.0,Mini Bus,26,12.0,46.15,28.65,343.8,24.16,2295.2,10.0,Rainy,High,On Time,4.1
1858,BUS11858,TS84C2875,2025-04-15,Lucknow,L268,Indira Nagar-Hazratganj,Indira Nagar Stand,Hazratganj Stand,10:40,11:11,9.1,Non-AC,53,30.0,56.6,10.89,326.7,2.53,240.35,1.0,Rainy,High,On Time,4.7
440,BUS10440,TN83C2508,2024-08-27,Kolkata,L54,Jadavpur-Barasat,Jadavpur Terminal,Barasat Terminal,20:55,21:25,5.6,Electric,48,42.0,87.5,19.55,821.1,0.5,6.0,8.0,Sunny,High,On Time,3.3
11,BUS10011,RJ33C1064,2024-06-02,Jaipur,L67,Jagatpura-Sanganer,Jagatpura Terminal,Sanganer Stand,10:10,12:23,59.5,AC,52,12.0,23.08,29.46,353.52,23.09,2193.55,40.0,Foggy,Low,Delayed,3.1
557,BUS10557,DL40A3129,2025-03-04,Kolkata,B96,Jadavpur-Barasat,Jadavpur Stand,Barasat Stop,14:00,18:24,49.1,Non-AC,58,49.0,84.48,16.24,795.76,17.1,1624.5,48.0,Foggy,High,Delayed,2.6
986,BUS10986,WB98C3343,2024-05-31,Mumbai,L30,Borivali-Colaba,Borivali Junction,Colaba Stop,06:35,10:50,100.8,Non-AC,57,63.0,110.53,25.87,1629.81,32.52,3089.4,85.0,Rainy,Low,Delayed,2.5
676,BUS10676,GJ47A5112,2024-04-23,Mumbai,B61,Andheri-Dadar,Andheri Terminal,Dadar Stop,20:00,21:49,68.6,Electric,35,2.0,5.71,28.04,56.08,4.69,56.28,0.0,Cloudy,Low,On Time,4.3
466,BUS10466,TS95B9328,2025-09-03,Pune,B180,Wagholi-Katraj,Wagholi Stop,Katraj Terminal,08:15,12:27,90.9,AC,46,16.0,34.78,40.11,641.76,33.32,3165.4,7.0,Rainy,Medium,On Time,
351,BUS10351,TN85B6197,2024-01-30,Kolkata,B198,Salt Lake-Howrah,Salt Lake Stand,Howrah Junction,07:15,09:21,84.1,Non-AC,45,42.0,93.33,21.62,908.04,28.2,2679.0,0.0,Foggy,Low,On Time,4.1
817,BUS10817,MH16B7111,2025-12-19,Mumbai,L45,Andheri-Dadar,Andheri Junction,Dadar Terminal,16:45,19:44,48.9,Electric,35,38.0,108.57,22.18,842.84,4.05,48.6,0.0,Foggy,High,On Time,4.6
1561,BUS11561,KA71B2001,2024-10-04,Bengaluru,R153,Whitefield-Majestic,Whitefield Stop,Majestic Stand,06:20,06:44,8.3,Electric,31,7.0,22.58,13.82,96.74,0.45,5.4,0.0,Foggy,High,On Time,4.5
1863,BUS11863,TS35B1714,2024-02-04,Delhi,L64,Rajouri Garden-Anand Vihar,Rajouri Garden Terminal,Anand Vihar Stand,05:05,09:27,81.0,Electric,47,14.0,29.79,22.65,317.1,5.26,63.12,11.0,Foggy,High,Delayed,
266,BUS10266,UP75B3225,2025-07-20,Delhi,R16,Rajouri Garden-Anand Vihar,Rajouri Garden Terminal,Anand Vihar Junction,18:45,20:25,58.9,AC,46,54.0,117.39,41.18,2223.72,24.45,2322.75,0.0,Cloudy,Low,On Time,
1992,BUS11992,KA96A7635,2025-03-30,Kolkata,L204,Dum Dum-Park Street,Dum Dum Stand,Park Street Stop,06:10,07:49,29.9,Non-AC,49,25.0,51.02,12.54,313.5,7.74,735.3,13.0,Sunny,High,Delayed,3.5
600,BUS10600,DL62B2946,2024-05-10,Hyderabad,L188,Uppal-Mehdipatnam,Uppal Terminal,Mehdipatnam Stand,07:05,08:29,62.5,Mini Bus,25,24.0,96.0,18.88,453.12,14.58,1385.1,0.0,Rainy,Low,On Time,
1447,BUS11447,RJ72A7828,2025-04-04,Delhi,R200,Rohini-Connaught Place,Rohini Stand,Connaught Place Stand,13:55,16:47,59.1,Non-AC,48,8.0,16.67,24.23,193.84,20.92,1987.4,87.0,Sunny,Low,Delayed,2.7
138,BUS10138,GJ49B6218,2025-06-02,Pune,B86,Kothrud-Viman Nagar,Kothrud Terminal,Viman Nagar Junction,11:10,12:44,50.0,AC,35,32.0,91.43,35.82,1146.24,14.95,1420.25,11.0,Rainy,Low,Delayed,3.3
1967,BUS11967,DL73A2812,2025-09-01,Pune,R34,Kothrud-Viman Nagar,Kothrud Junction,Viman Nagar Junction,17:40,21:14,91.6,Mini Bus,34,3.0,8.82,,80.19,17.48,1660.6,0.0,Foggy,Medium,On Time,4.0
577,BUS10577,WB98B4799,2025-09-12,Bengaluru,B94,Jayanagar-KR Puram,Jayanagar Junction,KR Puram Junction,05:55,11:19,104.8,Electric,48,5.0,10.42,35.98,179.9,6.21,74.52,0.0,Foggy,High,On Time,3.7
1973,BUS11973,WB30A5332,2025-11-24,Pune,B293,Aundh-Camp,Aundh Terminal,Camp Stand,19:40,20:20,9.4,Electric,38,43.0,113.16,12.13,521.59,0.84,10.08,23.0,Foggy,Medium,Delayed,2.9
1734,BUS11734,DL66A6212,2025-12-27,Bengaluru,R150,Marathahalli-Banashankari,Marathahalli Stop,Banashankari Stop,08:55,10:09,17.3,Non-AC,58,10.0,17.24,10.71,107.1,5.05,479.75,16.0,Sunny,High,Delayed,3.3
664,BUS10664,GJ83C4203,2024-07-17,Chennai,B109,Velachery-T Nagar,Velachery Stop,T Nagar Junction,21:10,22:45,67.6,Electric,46,41.0,89.13,20.48,839.68,5.35,64.2,0.0,Rainy,Low,On Time,4.6
785,BUS10785,TN71A4021,2024-11-02,Hyderabad,L6,Gachibowli-Koti,Gachibowli Stand,Koti Stand,19:50,20:40,25.7,Electric,33,5.0,15.15,24.77,123.85,1.46,17.52,0.0,Sunny,Medium,On Time,
1684,BUS11684,GJ83C9620,2025-01-10,Delhi,B47,Dwarka-ITO,Dwarka Stop,ITO Junction,10:55,11:42,35.0,Mini Bus,28,17.0,60.71,15.0,255.0,7.53,715.35,0.0,Rainy,Low,On Time,4.0
286,BUS10286,UP49C9075,2025-11-09,Hyderabad,B166,Gachibowli-Koti,Gachibowli Terminal,Koti Stand,05:50,07:27,31.8,Mini Bus,32,20.0,62.5,13.24,264.8,7.45,707.75,2.0,Cloudy,High,On Time,4.3
1135,BUS11135,KA79C5229,2025-02-22,Delhi,B145,Rohini-Connaught Place,Rohini Terminal,Connaught Place Stop,18:55,19:47,31.2,Non-AC,45,16.0,35.56,15.1,241.6,11.39,1082.05,0.0,Rainy,Low,On Time,3.5
1431,BUS11431,TN59A5931,2024-10-04,Kolkata,B209,Salt Lake-Howrah,Salt Lake Stop,Howrah Stand,22:15,02:57,96.1,Non-AC,54,32.0,59.26,22.66,725.12,24.08,2287.6,0.0,Rainy,High,On Time,4.1
929,BUS10929,KA93B9829,2024-08-25,Pune,R49,Kothrud-Viman Nagar,Kothrud Terminal,Viman Nagar Terminal,19:30,22:29,48.0,Electric,49,57.0,116.33,18.35,1045.95,3.85,46.2,80.0,Cloudy,Medium,Delayed,
964,BUS10964,KA21B5223,2024-12-25,Kolkata,B137,Jadavpur-Barasat,Jadavpur Junction,Barasat Terminal,18:10,19:09,23.1,Mini Bus,29,34.0,117.24,14.62,497.08,5.38,511.1,0.0,Sunny,Medium,On Time,4.4
105,BUS10105,MH72A2208,2024-09-21,Chennai,R298,Anna Nagar-Guindy,Anna Nagar Stop,Guindy Stand,10:10,11:50,68.7,Electric,42,0.0,0.0,25.44,0.0,3.95,47.4,0.0,Foggy,Low,Cancelled,2.3
538,BUS10538,TN98C4624,2024-08-25,Pune,R17,Hadapsar-Shivajinagar,Hadapsar Stop,Shivajinagar Terminal,16:45,21:01,75.6,Mini Bus,28,3.0,10.71,18.47,55.41,19.73,1874.35,0.0,Sunny,High,On Time,3.6
1990,BUS11990,UP42B4241,2025-08-06,Chennai,B7,Anna Nagar-Guindy,Anna Nagar Junction,Guindy Junction,10:15,14:46,81.9,Mini Bus,30,5.0,16.67,26.28,131.4,21.53,2045.35,0.0,Sunny,High,On Time,4.5
273,BUS10273,KA70B8600,2024-10-19,Jaipur,B288,Jagatpura-Sanganer,Jagatpura Stop,Sanganer Junction,17:00,18:34,16.2,Electric,35,,65.71,23.49,540.27,1.61,19.32,45.0,,High,Delayed,2.7
1600,BUS11600,MH24C1330,2024-09-05,Ahmedabad,B183,Bopal-Naroda,Bopal Junction,Naroda Terminal,10:10,12:33,71.2,Electric,42,43.0,102.38,34.49,1483.07,4.38,52.56,16.0,Cloudy,Medium,Delayed,3.4
1736,BUS11736,MH47B4355,2025-09-24,Mumbai,R268,Kurla-Bandra,Kurla Junction,Bandra Junction,11:45,12:55,43.3,Non-AC,42,1.0,2.38,20.54,20.54,13.88,1318.6,0.0,Sunny,Low,On Time,3.6
536,BUS10536,RJ59C5694,2025-04-16,Bengaluru,B101,Whitefield-Majestic,Whitefield Stop,Majestic Terminal,22:30,23:19,14.1,Mini Bus,35,11.0,31.43,9.76,107.36,2.93,278.35,8.0,Foggy,High,On Time,3.0
1601,BUS11601,RJ39C5164,2025-01-14,Bengaluru,B67,Whitefield-Majestic,Whitefield Stop,Majestic Terminal,18:40,22:11,92.8,Mini Bus,28,27.0,96.43,24.73,667.71,20.6,1957.0,0.0,Cloudy,Medium,On Time,3.3
74,BUS10074,TS40A2598,2025-02-03,Hyderabad,B104,Uppal-Mehdipatnam,Uppal Junction,Mehdipatnam Stop,14:30,16:54,108.1,AC,44,33.0,,36.94,1219.02,35.72,3393.4,0.0,Sunny,Low,On Time,4.8
912,BUS10912,RJ36B7774,2024-11-07,Lucknow,R96,Chinhat-Aminabad,Chinhat Stand,Aminabad Stop,21:55,02:28,118.7,Non-AC,43,37.0,86.05,34.11,1262.07,38.72,3678.4,29.0,Foggy,Medium,Delayed,3.6
612,BUS10612,DL64A8980,2024-10-30,Lucknow,L113,Chinhat-Aminabad,Chinhat Stand,Aminabad Stop,17:15,21:19,111.8,AC,51,0.0,0.0,48.5,0.0,39.4,3743.0,69.0,Rainy,Low,Delayed,3.6
1954,BUS11954,GJ27A9069,2024-08-25,Chennai,L63,Tambaram-Parrys,Tambaram Junction,Parrys Junction,13:15,18:50,80.3,Non-AC,47,50.0,106.38,28.29,1414.5,29.36,2789.2,0.0,Cloudy,High,On Time,3.1
865,BUS10865,KA66C7224,2024-03-04,Pune,R12,Kothrud-Viman Nagar,Kothrud Terminal,Viman Nagar Stop,21:00,03:45,97.0,Electric,34,4.0,11.76,33.3,133.2,6.76,81.12,0.0,Rainy,High,On Time,3.7
1072,BUS11072,RJ15A9141,2025-07-19,Kolkata,L37,Salt Lake-Howrah,Salt Lake Stand,Howrah Stop,19:45,20:36,18.5,AC,52,21.0,40.38,32.1,674.1,6.68,634.6,12.0,Cloudy,Medium,Delayed,2.9
1203,BUS11203,RJ28A4349,2025-03-01,Delhi,B99,Rohini-Connaught Place,Rohini Stand,Connaught Place Junction,10:45,12:13,45.4,Mini Bus,31,8.0,25.81,20.46,163.68,12.11,1150.45,0.0,Cloudy,Medium,On Time,3.2
1918,BUS11918,RJ62B3092,2025-02-28,Ahmedabad,B271,Bopal-Naroda,Bopal Junction,Naroda Terminal,15:55,16:55,38.9,Non-AC,41,38.0,92.68,23.68,899.84,10.24,972.8,0.0,Rainy,Low,On Time,3.1
1800,BUS11800,GJ98C5291,2024-04-28,Lucknow,R276,Chinhat-Aminabad,Chinhat Terminal,Aminabad Junction,22:05,22:43,22.7,Mini Bus,31,36.0,116.13,15.97,574.92,5.57,529.15,0.0,Cloudy,Low,On Time,4.1
316,BUS10316,RJ60B8081,2025-11-01,Mumbai,R174,Andheri-Dadar,Andheri Stand,Dadar Stop,22:45,01:24,105.5,AC,35,26.0,74.29,46.62,1212.12,29.92,2842.4,0.0,Rainy,Low,On Time,4.9
792,BUS10792,KA90C1760,2024-04-06,Delhi,R254,Dwarka-ITO,Dwarka Stand,ITO Stand,12:35,13:51,39.8,Mini Bus,28,18.0,64.29,20.84,375.12,8.92,847.4,5.0,Sunny,,On Time,4.5
642,BUS10642,RJ40A7857,2025-08-21,Kolkata,R228,Dum Dum-Park Street,Dum Dum Junction,Park Street Stand,05:55,08:18,58.4,AC,51,11.0,21.57,41.12,452.32,19.06,1810.7,4.0,Cloudy,Medium,On Time,4.8
1885,BUS11885,GJ65A7262,2025-04-29,Jaipur,L69,Vaishali Nagar-Badi Chaupar,Vaishali Nagar Stop,Badi Chaupar Terminal,10:30,19:16,115.1,Non-AC,47,56.0,119.15,27.3,1528.8,36.57,3474.15,0.0,Sunny,High,On Time,4.5
1146,BUS11146,TS24B2967,2024-03-28,Bengaluru,L143,Marathahalli-Banashankari,Marathahalli Junction,Banashankari Terminal,14:05,19:05,100.0,Electric,36,38.0,105.56,35.08,1333.04,9.11,109.32,0.0,Cloudy,High,On Time,4.0
1424,BUS11424,WB60B8763,2025-04-15,Bengaluru,B51,Marathahalli-Banashankari,Marathahalli Stand,Banashankari Terminal,13:40,13:54,9.1,Electric,36,18.0,50.0,13.73,247.14,0.68,8.16,0.0,Cloudy,Low,On Time,4.4
1398,BUS11398,MH34A9224,2025-07-20,Pune,R251,Kothrud-Viman Nagar,Kothrud Stop,Viman Nagar Junction,16:40,21:46,100.8,AC,35,8.0,22.86,48.12,384.96,34.83,,0.0,Rainy,High,On Time,4.1
1353,BUS11353,RJ36B8745,2025-11-12,Hyderabad,L28,Dilsukhnagar-Ameerpet,Dilsukhnagar Stop,Ameerpet Junction,13:25,15:11,75.6,Non-AC,54,5.0,9.26,23.72,118.6,25.22,,0.0,Cloudy,Low,On Time,4.4
811,BUS10811,MH32C5855,2025-01-28,Chennai,B210,Porur-Egmore,Porur Stop,Egmore Junction,16:25,18:40,30.6,Electric,44,12.0,27.27,19.68,236.16,1.64,19.68,2.0,Rainy,High,On Time,4.0
633,BUS10633,MH92B6790,2025-02-13,Hyderabad,B164,Gachibowli-Koti,Gachibowli Junction,Koti Terminal,18:55,21:19,61.7,Non-AC,44,50.0,113.64,23.84,1192.0,16.58,1575.1,6.0,Cloudy,Medium,On Time,4.5
1961,BUS11961,DL89A1710,2025-12-19,Mumbai,L267,Kurla-Bandra,Kurla Junction,Bandra Stand,21:05,22:26,56.5,AC,55,37.0,67.27,34.07,1260.59,18.8,1786.0,0.0,Sunny,Low,On Time,3.4
1506,BUS11506,RJ15C6427,2024-12-31,Hyderabad,L50,Uppal-Mehdipatnam,Uppal Stand,Mehdipatnam Stand,12:40,16:04,95.2,Non-AC,40,17.0,42.5,24.95,424.15,29.89,2839.55,6.0,Sunny,Medium,On Time,3.7
120,BUS10120,WB76C8808,2025-08-07,Jaipur,L136,Vaishali Nagar-Badi Chaupar,Vaishali Nagar Junction,Badi Chaupar Stop,12:10,12:31,12.6,Electric,46,52.0,113.04,24.73,1285.96,1.04,12.48,3.0,,Low,On Time,3.6
1542,BUS11542,UP87C5693,2025-01-01,Lucknow,B160,Vikas Nagar-Kaiserbagh,Vikas Nagar Terminal,Kaiserbagh Junction,10:15,14:09,71.9,Mini Bus,26,26.0,,22.07,573.82,14.17,1346.15,10.0,Rainy,High,On Time,3.3
1861,BUS11861,WB58A8188,2024-01-14,Delhi,B131,Rohini-Connaught Place,Rohini Terminal,Connaught Place Stand,11:30,17:19,102.5,AC,51,20.0,39.22,39.12,782.4,34.99,3324.05,26.0,Sunny,High,Delayed,3.7
1417,BUS11417,RJ32A4176,2024-07-12,Pune,L238,Kothrud-Viman Nagar,Kothrud Terminal,Viman Nagar Terminal,14:30,16:18,29.4,Electric,41,14.0,34.15,21.28,297.92,1.6,19.2,0.0,Sunny,High,On Time,4.7
147,BUS10147,UP52C5124,2024-03-14,Jaipur,B116,Vidhyadhar Nagar-Sitapura,Vidhyadhar Nagar Stand,Sitapura Junction,20:45,21:54,20.4,Mini Bus,35,33.0,94.29,10.19,336.27,5.26,499.7,0.0,Cloudy,High,On Time,4.5
1749,BUS11749,DL52B4304,2025-11-24,Hyderabad,L188,Dilsukhnagar-Ameerpet,Dilsukhnagar Junction,Ameerpet Stand,22:30,04:35,94.6,Electric,44,0.0,0.0,25.88,0.0,6.61,79.32,0.0,Foggy,High,On Time,4.1
1267,BUS11267,WB27B8682,2024-12-06,Pune,B122,Hinjewadi-Swargate,Hinjewadi Terminal,Swargate Stand,14:30,17:39,88.2,AC,47,0.0,0.0,42.67,0.0,35.64,3385.8,0.0,Foggy,Medium,Cancelled,2.0
916,BUS10916,TN26B3235,2025-07-02,Delhi,B57,Rohini-Connaught Place,Rohini Stand,Connaught Place Stop,20:35,00:58,66.5,AC,43,35.0,81.4,25.22,882.7,25.86,2456.7,21.0,Rainy,High,Delayed,2.1
30,BUS10030,MH49C7203,2025-01-17,Delhi,B98,Dwarka-ITO,Dwarka Terminal,ITO Stop,15:35,16:29,24.5,AC,37,19.0,51.35,35.12,667.28,8.34,792.3,0.0,Sunny,Medium,On Time,4.4
292,BUS10292,RJ46B9269,2025-01-12,Lucknow,R158,Vikas Nagar-Kaiserbagh,Vikas Nagar Junction,Kaiserbagh Stop,11:20,14:00,64.4,Non-AC,47,26.0,55.32,23.73,616.98,21.88,2078.6,22.0,Rainy,Medium,Delayed,3.6
1991,BUS11991,RJ62B1171,2025-01-05,Ahmedabad,L4,Bopal-Naroda,Bopal Terminal,Naroda Junction,17:55,21:35,60.0,Mini Bus,25,0.0,0.0,20.28,0.0,15.02,1426.9,10.0,Foggy,High,On Time,3.2
1524,BUS11524,TS59C1214,2024-05-26,Mumbai,R229,Kurla-Bandra,Kurla Stop,Bandra Terminal,18:10,21:39,119.4,AC,53,60.0,113.21,40.88,2452.8,41.67,3958.65,24.0,Sunny,Low,Delayed,3.6
716,BUS10716,MH74C1588,2024-08-18,Ahmedabad,R275,Vastrapur-Kalupur,Vastrapur Stop,Kalupur Stand,18:15,21:07,66.0,Electric,33,21.0,63.64,34.61,726.81,4.18,50.16,0.0,Rainy,Medium,On Time,4.6
822,BUS10822,TS53B9437,2025-05-02,Ahmedabad,B6,Chandkheda-Isanpur,Chandkheda Stand,Isanpur Terminal,10:40,12:29,35.6,Mini Bus,25,4.0,16.0,19.31,77.24,7.56,718.2,25.0,Sunny,Medium,Delayed,
1512,BUS11512,GJ56C6711,2025-04-01,Kolkata,B119,Jadavpur-Barasat,Jadavpur Terminal,Barasat Stop,07:55,08:55,12.6,Mini Bus,28,3.0,10.71,12.5,37.5,2.58,245.1,0.0,Foggy,High,On Time,3.2
1165,BUS11165,KA23A4316,2024-01-04,Delhi,R85,Dwarka-ITO,Dwarka Stand,ITO Terminal,20:15,01:17,83.9,Non-AC,45,54.0,120.0,30.55,1649.7,26.81,2546.95,43.0,Cloudy,High,Delayed,
1475,BUS11475,TN89C1549,2024-04-15,Chennai,R163,Anna Nagar-Guindy,Anna Nagar Stand,Guindy Stand,09:00,11:34,81.1,Electric,37,8.0,21.62,26.05,208.4,5.49,65.88,,Foggy,Medium,On Time,4.9
737,BUS10737,TS59A1902,2024-02-10,Delhi,R20,Noida-Nehru Place,Noida Stop,Nehru Place Junction,17:40,18:07,8.2,Non-AC,48,29.0,60.42,13.78,399.62,2.32,220.4,0.0,Rainy,High,On Time,4.4
310,BUS10310,WB15B6969,2024-07-04,Jaipur,L68,Vaishali Nagar-Badi Chaupar,Vaishali Nagar Junction,Badi Chaupar Terminal,14:30,16:33,29.7,AC,43,41.0,95.35,38.94,1596.54,10.07,,4.0,Rainy,High,On Time,3.2
905,BUS10905,MH84A7026,2025-04-22,Pune,L149,Hinjewadi-Swargate,Hinjewadi Stop,Swargate Stop,05:40,07:37,73.6,Electric,47,36.0,76.6,34.33,1235.88,5.04,60.48,0.0,Foggy,Low,On Time,3.1
170,BUS10170,TN11C9763,2025-02-26,Hyderabad,R34,Gachibowli-Koti,Gachibowli Stop,Koti Stand,22:20,22:31,8.3,AC,40,5.0,12.5,35.64,178.2,2.5,237.5,0.0,Rainy,Low,On Time,3.1
77,BUS10077,RJ75A9691,2025-07-04,Kolkata,R150,Jadavpur-Barasat,Jadavpur Stand,Barasat Stop,09:00,11:18,33.0,AC,42,12.0,28.57,25.18,302.16,13.11,1245.45,0.0,Foggy,High,On Time,4.0
82,BUS10082,MH55A4908,2024-11-27,Chennai,L280,Velachery-T Nagar,Velachery Stop,T Nagar Stop,22:25,01:10,61.5,Electric,36,24.0,66.67,31.74,761.76,4.16,49.92,0.0,Sunny,Medium,On Time,4.0
1663,BUS11663,UP94A2728,2025-03-03,Mumbai,L101,Andheri-Dadar,Andheri Stop,Dadar Terminal,18:40,19:17,24.7,Mini Bus,25,17.0,68.0,14.47,245.99,5.19,493.05,0.0,Cloudy,Low,On Time,4.5
931,BUS10931,TS51A7833,2024-06-28,Hyderabad,R212,LB Nagar-Miyapur,LB Nagar Terminal,Miyapur Junction,05:40,07:46,51.6,Non-AC,55,34.0,61.82,26.22,891.48,19.32,1835.4,0.0,Sunny,Medium,On Time,4.6
910,BUS10910,RJ27B7255,2025-10-16,Lucknow,R102,Alambagh-Aliganj,Alambagh Terminal,Aliganj Stop,13:55,14:49,21.2,Non-AC,43,0.0,0.0,14.89,0.0,5.42,514.9,0.0,Foggy,Medium,Cancelled,1.8
1929,BUS11929,WB97B9256,2024-04-14,Delhi,L54,Saket-Karol Bagh,Saket Junction,Karol Bagh Terminal,18:45,20:08,27.0,AC,51,29.0,56.86,26.94,781.26,10.0,950.0,2.0,Rainy,High,On Time,4.2
1351,BUS11351,GJ82B9937,2025-05-04,Bengaluru,B216,Yeshwanthpur-Silk Board,Yeshwanthpur Stand,Silk Board Stand,09:10,11:44,46.5,Electric,47,47.0,100.0,18.55,871.85,4.36,52.32,12.0,Foggy,High,Delayed,2.3
1969,BUS11969,MH52C5114,2025-08-25,Mumbai,R196,Thane-CST,Thane Terminal,CST Stand,15:50,21:21,109.2,Electric,50,27.0,54.0,26.81,723.87,7.28,87.36,0.0,Foggy,High,On Time,4.8
1703,BUS11703,TS63A9303,2024-03-22,Chennai,L77,Adyar-Broadway,Adyar Terminal,Broadway Stand,19:20,22:13,106.3,Electric,42,7.0,16.67,26.53,185.71,6.6,79.2,10.0,Rainy,Low,On Time,3.1
